word,score
expected,0.0046051701859880926
man,0.0046051701859880926
electrocuted,0.0046051701859880926
formula,0.0046051701859880926
reddy,0.0046051701859880926
favorite,0.0046051701859880926
fatal,0.0046051701859880926
resolve,0.0046051701859880926
fan,0.0046051701859880926
retirement,0.0046051701859880926
return,0.0046051701859880926
revanth,0.0046051701859880926
fall,0.0046051701859880926
water,0.0046051701859880926
expert,0.0046051701859880926
essex,0.0046051701859880926
essential,0.0046051701859880926
equipment,0.0046051701859880926
downfall,0.0046051701859880926
'potentially,0.0046051701859880926
'outrightly,0.0046051701859880926
distance,0.0046051701859880926
wire,0.0046051701859880926
buyer,0.0046051701859880926
bust,0.0046051701859880926
thrive,0.0046051701859880926
bus,0.0046051701859880926
wintry,0.0046051701859880926
bought,0.0046051701859880926
tree,0.0046051701859880926
bitcoin,0.0046051701859880926
belgium,0.0046051701859880926
behind,0.0046051701859880926
baby,0.0046051701859880926
-foot,0.0046051701859880926
uptober,0.0046051701859880926
v,0.0046051701859880926
action,0.0046051701859880926
weather,0.0046051701859880926
wallen,0.0046051701859880926
africa,0.0046051701859880926
tharoor,0.0046051701859880926
car,0.0046051701859880926
'uwan,0.0046051701859880926
'speaks,0.0046051701859880926
degree,0.0046051701859880926
sold,0.0046051701859880926
would,0.0046051701859880926
cup,0.0046051701859880926
crytocurrency,0.0046051701859880926
countdown,0.0046051701859880926
cost,0.0046051701859880926
future,0.0046051701859880926
student,0.0046051701859880926
casas,0.0046051701859880926
contact,0.0046051701859880926
congress,0.0046051701859880926
sultan,0.0046051701859880926
comeback,0.0046051701859880926
come,0.0046051701859880926
coastal,0.0046051701859880926
chicago,0.0046051701859880926
charged,0.0046051701859880926
recalled,0.0046051701859880926
romagnoli,0.0046051701859880926
advani,0.0046051701859880926
ktr,0.0046051701859880926
leading,0.0046051701859880926
lazio,0.0046051701859880926
possible,0.0046051701859880926
hill,0.0046051701859880926
much,0.0046051701859880926
pole,0.0046051701859880926
hit,0.0046051701859880926
hoping,0.0046051701859880926
lash,0.0046051701859880926
lake,0.0046051701859880926
hot,0.0046051701859880926
person,0.0046051701859880926
kudarat,0.0046051701859880926
pending,0.0046051701859880926
nationwide,0.0046051701859880926
learning,0.0046051701859880926
ksrelief,0.0046051701859880926
illness,0.0046051701859880926
need,0.0046051701859880926
netherlands,0.0046051701859880926
immersive,0.0046051701859880926
kakinada,0.0046051701859880926
improvement,0.0046051701859880926
paddy,0.0046051701859880926
news.az,0.0046051701859880926
jubilee,0.0046051701859880926
overnight,0.0046051701859880926
includes,0.0046051701859880926
inter,0.0046051701859880926
invested,0.0046051701859880926
morgan,0.0046051701859880926
late,0.0046051701859880926
jaywick,0.0046051701859880926
'dragged,0.0046051701859880926
mean,0.0046051701859880926
graduate,0.0046051701859880926
querétaro,0.0046051701859880926
guide,0.0046051701859880926
project,0.0046051701859880926
harvester,0.0046051701859880926
lk,0.0046051701859880926
living,0.0046051701859880926
link,0.0046051701859880926
live,0.0046051701859880926
gorge,0.0046051701859880926
premier,0.0046051701859880926
praise,0.0046051701859880926
maharashtra,0.0046051701859880926
milan,0.0046051701859880926
mix,0.0046051701859880926
oct,0.0041865183508982655
case,0.0041865183508982655
major,0.0041865183508982655
tesla,0.0041865183508982655
daylight,0.0041865183508982655
yahoo,0.0041865183508982655
finance,0.0041865183508982655
inc.,0.0041865183508982655
aleema,0.0041865183508982655
joint,0.0041865183508982655
changfang,0.0041865183508982655
task,0.0041865183508982655
anti-galamsey,0.0041865183508982655
quote,0.0041865183508982655
incident,0.0041865183508982655
court,0.0041865183508982655
owner,0.0041865183508982655
ghanamma.com,0.0041865183508982655
order,0.0041865183508982655
'in,0.0041865183508982655
destroys,0.0041865183508982655
price,0.0041865183508982655
dutch,0.0041865183508982655
security,0.0041865183508982655
history,0.0041865183508982655
share,0.0041865183508982655
present,0.0041865183508982655
shocking,0.0041865183508982655
brand-new,0.0041865183508982655
uzma,0.0041865183508982655
protest,0.0041865183508982655
vehicle,0.0041865183508982655
broad,0.0041865183508982655
jewel,0.0038376418216567432
suv,0.0038376418216567432
occurring,0.0038376418216567432
leak,0.0038376418216567432
trial,0.0038376418216567432
justice,0.0038376418216567432
commercial,0.0038376418216567432
bidding,0.0038376418216567432
warn,0.0038376418216567432
mystery,0.0038376418216567432
teen,0.0038376418216567432
louvre,0.0038376418216567432
byd,0.0038376418216567432
cedar,0.0038376418216567432
viral,0.0038376418216567432
know,0.0038376418216567432
crown,0.0038376418216567432
seal,0.0038376418216567432
snapdragon,0.0038376418216567432
dm-i,0.0038376418216567432
hybrid,0.0038376418216567432
phase,0.0038376418216567432
pro,0.0038376418216567432
honor,0.0038376418216567432
shake,0.0038376418216567432
explosion,0.0038376418216567432
earth,0.0038376418216567432
high-speed,0.0038376418216567432
isl,0.0038376418216567432
egypt,0.0038376418216567432
powered,0.0038376418216567432
'el,0.0038376418216567432
sc,0.0038376418216567432
heist,0.0038376418216567432
directed,0.0038376418216567432
identified,0.0038376418216567432
elite,0.0038376418216567432
interest,0.0038376418216567432
soc,0.0038376418216567432
submit,0.0038376418216567432
sokhna-matrouh,0.0038376418216567432
rao,0.0038376418216567432
qualcomm,0.0038376418216567432
sports-games,0.0038376418216567432
flash,0.0038376418216567432
straight,0.0038376418216567432
amid,0.0035424386046062246
blue,0.0035424386046062246
trickle,0.0035424386046062246
flight,0.0035424386046062246
grass,0.0035424386046062246
impact,0.0035424386046062246
faa,0.0035424386046062246
cut,0.0035424386046062246
low-temperature,0.0032894072757057797
fraudsters,0.0032894072757057797
approach,0.0032894072757057797
heat,0.0032894072757057797
arrested,0.0032894072757057797
heating,0.0032894072757057797
pump,0.0032894072757057797
comfort,0.0032894072757057797
cyber,0.0032894072757057797
indian,0.0032894072757057797
worth,0.0032894072757057797
scam,0.0032894072757057797
dynamic,0.0032894072757057797
crore,0.0032894072757057797
performance,0.0032894072757057797
domestic,0.0032894072757057797
thermal,0.0032894072757057797
modelling,0.0032894072757057797
tg-led,0.0032894072757057797
improved,0.0032894072757057797
مبادرات,0.0030701134573253947
الحرف,0.0030701134573253947
فنون,0.0030701134573253947
اليدوية,0.0030701134573253947
عريقة,0.0030701134573253947
حكومية,0.0030701134573253947
سبورت,0.0030701134573253947
..,0.0030701134573253947
فى,0.0030701134573253947
أحيتها,0.0030701134573253947
متنوعة,0.0030701134573253947
السعودية,0.0030701134573253947
مساحات,0.0030701134573253947
secretary-general,0.002558427881104495
hosting,0.002558427881104495
arabia,0.002558427881104495
assembly,0.002558427881104495
un,0.002558427881104495
role,0.002558427881104495
tourism,0.002558427881104495
gcc,0.002558427881104495
th,0.002558427881104495
cooperation,0.002558427881104495
saudi,0.002558427881104495
advancing,0.002558427881104495
global,0.002558427881104495
morning,0.0024237737820989955
paul,0.0024237737820989955
next,0.0024237737820989955
gascoigne,0.0024237737820989955
moat,0.0024237737820989955
missed,0.0024237737820989955
raoul,0.0024237737820989955
approaching,0.0024237737820989955
fourfourtwo,0.0024237737820989955
exclusively,0.0024237737820989955
done,0.0024237737820989955
speaks,0.0024237737820989955
dad,0.0024237737820989955
stopped,0.0024237737820989955
copper,0.0024237737820989955
thought,0.0024237737820989955
'what,0.0024237737820989955
sectioned,0.0024237737820989955
